startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
IndoBook,Fintech,India,2024,2,Seed,263229.0,13.0,25968.0,311616.0,4571.0,-0.0111,16593.06,6.1,1519000.0,Marketplace,23.0,15223194912.0,0.2936,7.0,0.0,0.3754,0.7093,False,Early Traction,Not Acquired,Private,Failed,"An innovative Marketplace platform simplifying digital payments and financial access for underbanked populations in India. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.indobook.com,https://placehold.co/200x200?text=IndoBook,Bengaluru,Karnataka,India,2025-12-17,Y Combinator,Paytm,PhonePe,Juspay,78,35,36,"Python, Django, React, PostgreSQL, AWS, Redis, Docker, Celery",Small and Medium Enterprises (SMEs) struggling with cash flow management.,Instant payment settlements with zero transaction fees for small merchants.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,9.0,3654.0,122.0,413.82
Synczone,Healthcare,India,2022,4,Series A,5289632.0,58.0,759561.0,9114732.0,12729.0,0.4119,0.0,999.0,26088000.0,SaaS,4.0,8858641816.0,0.259,17.0,3.0,1.315,0.9118,True,Scaling,Not Acquired,Private,Successful,"An health-wellness company offering a custom SaaS fitness and preventive care ecosystem for corporate employees. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.synczone.com,https://placehold.co/200x200?text=Synczone,Bengaluru,Karnataka,India,2024-01-03,Nexus Venture Partners,Medika,PharmEasy,MediBuddy,63,62,92,"Python, Django, React Native, PostgreSQL, AWS, Redis, HIPAA Compliance APIs",Patients in metropolitan areas needing quick at-home diagnostic screenings.,Hyper-local home medicine delivery in under 15 minutes with automated prescription verification.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",52.0,12514.0,170.09,664.03
GharNode,CleanTech,India,2025,1,Series A,6227068.0,21.0,269621.0,3235452.0,309803.0,0.136,0.0,999.0,18359000.0,Freemium,11.0,11620359900.0,0.2207,17.0,4.0,0.4814,0.8984,True,Ideation,Not Acquired,Private,Successful,A sustainability platform offering Freemium carbon accounting software for enterprise manufacturing plants. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.gharnode.com,https://placehold.co/200x200?text=GharNode,Bengaluru,Karnataka,India,2026-03-27,Nexus Venture Partners,Avanse,Ather Energy,Yulu,90,36,73,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Residential residential societies installing community rooftop solar panels.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",17.0,207534.0,301.39,1274.29
Nexakart,Healthcare,India,2017,9,Series C,40766355.0,375.0,2553965.0,30647580.0,42225298.0,0.2486,0.0,999.0,275665000.0,Freemium,19.0,29076340432.0,0.1941,12.0,4.0,0.732,0.9517,True,Mature,Not Acquired,Private,Successful,An health-wellness company offering a custom Freemium fitness and preventive care ecosystem for corporate employees. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.nexakart.com,https://placehold.co/200x200?text=Nexakart,Bengaluru,Karnataka,India,2023-11-08,Tiger Global,HealthifyMe,Curefit,Cult.fit,71,80,79,"Python, Django, React Native, PostgreSQL, AWS, Redis, HIPAA Compliance APIs",Working professionals seeking corporate mental wellness and physical fitness plans.,Hyper-local home medicine delivery in under 15 minutes with automated prescription verification.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",256.0,25619268.0,121.56,484.41
ApexTrip,Edtech,India,2019,7,Series B,19800880.0,149.0,657179.0,7886148.0,347254.0,0.0894,0.0,999.0,126954000.0,B2C,6.0,2831416680.0,0.0916,12.0,2.0,0.3425,0.509,True,Scaling,Not Acquired,Private,Failed,"A skill-development company offering B2C cohort-based professional training programs with guaranteed job placements. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.apextrip.com,https://placehold.co/200x200?text=ApexTrip,Bengaluru,Karnataka,India,2021-02-11,Elevation Capital,Simplilearn,Vedantu,Classplus,48,61,36,"Node.js, React, PostgreSQL, AWS CloudFront, Zoom API, Redis, Docker",Parents looking for personalized after-school coding and math modules.,AI-powered homework helper providing instant step-by-step math solver sheets.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,114.0,307954.0,176.41,731.96
Sehatsync,SaaS,India,2020,6,Series C,67542456.0,174.0,303188.0,28215060.0,8370.0,0.407,0.0,999.0,315311000.0,B2B,16.0,11805306274.0,0.2092,16.0,2.0,1.3805,0.8281,True,Mature,Not Acquired,Private,Successful,"A customer-experience B2B platform that automates omnichannel marketing workflows using natural language processing. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.sehatsync.com,https://placehold.co/200x200?text=Sehatsync,Bengaluru,Karnataka,India,2024-09-09,General Catalyst,WebEngage,Zoho,BrowserStack,56,92,69,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Digital marketing agencies managing multiple high-spend advertising campaigns.,Developer-first API monitoring platform requiring zero code integration to get started.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",146.0,6298.0,473.2,2219.79
VertexWorks,Edtech,India,2023,3,Series A,2577126.0,49.0,51539.0,618468.0,4200.0,0.1135,127711.29,5.7,8175000.0,Subscription,24.0,4896039125.0,0.09,17.0,1.0,0.3524,0.7761,False,Scaling,Not Acquired,Private,Failed,"A skill-development company offering Subscription cohort-based professional training programs with guaranteed job placements. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.vertexworks.com,https://placehold.co/200x200?text=VertexWorks,Mumbai,Maharashtra,India,2025-09-15,Lightspeed India,Unacademy,Eruditus,Adda247,44,98,23,"Ruby on Rails, Vue.js, MySQL, GCP, WebRTC, Redis",College students and graduates training for technical software roles.,Gamified coding sandbox providing interactive story-based programming modules for school kids.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,44.0,3544.0,120.16,407.62
Mantrawave,Logistics,India,2025,1,Seed,722922.0,14.0,57086.0,685032.0,103.0,0.0217,859.12,48.0,2283000.0,B2B,6.0,6830504986.0,0.152,7.0,1.0,0.1187,0.6768,False,Ideation,Not Acquired,Private,Failed,"A freight logistics startup providing an on-demand B2B marketplace matching shippers with empty container trucks. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.mantrawave.com,https://placehold.co/200x200?text=Mantrawave,Bengaluru,Karnataka,India,2025-08-01,Y Combinator,Porter,ElasticRun,Delhivery,62,63,41,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,13.0,68.0,213.67,865.1
Edubook,CleanTech,India,2024,2,Series A,5754629.0,53.0,262036.0,3144432.0,331349.0,0.3478,0.0,999.0,20622000.0,Freemium,10.0,9760376310.0,0.254,8.0,4.0,1.0574,0.8679,True,Scaling,Not Acquired,Private,Successful,"An electric vehicle startup building a smart Freemium battery-swapping network for commercial 3-wheelers. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.edubook.com,https://placehold.co/200x200?text=Edubook,Bengaluru,Karnataka,India,2025-09-18,Peak XV Partners,Yulu,Ola Electric,BluSmart,21,29,90,"Java, C++, AWS IoT, MySQL, PostgreSQL, Docker, Redis",Residential residential societies installing community rooftop solar panels.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",40.0,282528.0,1087.04,4983.87
Findhan,Fintech,India,2023,3,Series B,28569129.0,73.0,425518.0,5106216.0,507.0,0.4057,0.0,999.0,210748000.0,B2B,6.0,11597682423.0,0.1608,22.0,1.0,1.3156,0.7562,True,Scaling,Not Acquired,Private,Successful,"An advanced B2B credit scoring engine leveraging alternative data to provide micro-loans to small merchants. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.findhan.com,https://placehold.co/200x200?text=Findhan,Bengaluru,Karnataka,India,2026-11-12,Elevation Capital,Pine Labs,Setu,Juspay,39,64,72,"Python, Django, React, PostgreSQL, AWS, Redis, Docker, Celery",Gig workers and freelance professionals in Tier-1/2 Indian cities.,Instant payment settlements with zero transaction fees for small merchants.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",61.0,493.0,186.06,886.77
SafarHub,Fintech,India,2022,4,Series A,5693238.0,76.0,305114.0,3661368.0,404784.0,0.3787,0.0,999.0,14787000.0,B2C,11.0,3745044657.0,0.3127,12.0,3.0,1.2405,0.8994,True,Scaling,Not Acquired,Private,Successful,"An innovative B2C platform simplifying digital payments and financial access for underbanked populations in India. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.safarhub.com,https://placehold.co/200x200?text=SafarHub,Bengaluru,Karnataka,India,2023-01-08,Elevation Capital,Zerodha,BharatPe,Groww,35,100,88,"Python, Django, React, PostgreSQL, AWS, Redis, Docker, Celery",Gig workers and freelance professionals in Tier-1/2 Indian cities.,AI-powered credit scoring engine that processes unbanked user profiles in under 30 seconds.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",54.0,310318.0,198.67,751.03
ByteDesk,Proptech,India,2023,3,Series A,3604343.0,54.0,485297.0,5823564.0,67823.0,0.1842,0.0,999.0,18064000.0,Marketplace,9.0,893441644.0,0.1077,16.0,4.0,0.6366,0.9147,True,Scaling,Not Acquired,Private,Successful,"A property management startup providing Marketplace digital rent collection and security automation software. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.bytedesk.com,https://placehold.co/200x200?text=ByteDesk,Bengaluru,Karnataka,India,2024-01-05,Peak XV Partners,99acres,Magicbricks,Housing.com,49,77,65,"Next.js, Python, FastAPI, PostgreSQL, GCP, Elasticsearch, Docker",Individual landlords tracking rents and tenants across residential buildings.,"All-in-one digital tenant onboarding, rent collection, and repairs log application.","Growing market share, expanding engineering and sales teams, and scaling system servers.",43.0,45356.0,629.47,1936.65
CoreStack,Proptech,India,2024,2,Seed,972038.0,7.0,72659.0,871908.0,24842.0,0.4154,0.0,999.0,5701000.0,B2B,18.0,3514257712.0,0.1999,16.0,3.0,1.2912,0.8647,True,Early Traction,Not Acquired,Private,Successful,"A real estate platform digitizing B2B commercial property leasing and tenant compliance workflows. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.corestack.com,https://placehold.co/200x200?text=CoreStack,Gurugram,Haryana,India,2024-12-26,Antler India,Housing.com,99acres,NoBroker,96,99,99,"Next.js, Python, FastAPI, PostgreSQL, GCP, Elasticsearch, Docker",Young IT professionals relocating to cities like Bengaluru and Pune.,Immersive 3D virtual property viewing engine built for high-end commercial spaces.,"Acquiring paid users, optimizing pricing strategies, and achieving early product-market fit.",6.0,19430.0,326.32,1566.18
ArogyaSpace,Healthcare,India,2025,1,Bootstrapped,0.0,1.0,2872.0,34464.0,21.0,0.0018,6837.44,0.6,129000.0,B2B,4.0,7828453753.0,0.2382,11.0,0.0,0.0371,0.6559,False,Ideation,Not Acquired,Private,Failed,A healthcare startup providing an integrated B2B ecosystem for teleconsultations and digital health record management. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.arogyaspace.com,https://placehold.co/200x200?text=ArogyaSpace,Bengaluru,Karnataka,India,2026-03-20,Peak XV Partners,Tata 1mg,MediBuddy,Practo,98,94,23,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Patients in metropolitan areas needing quick at-home diagnostic screenings.,Proprietary AI diagnostic screening assistant boasting a validated 98.4% clinical accuracy rate.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,18.0,146.76,540.85
Syncworks,Fintech,India,2016,10,Series C,6636864.0,377.0,3959342.0,47512104.0,185978.0,0.3443,0.0,999.0,240288000.0,SaaS,23.0,9160939152.0,0.3944,16.0,0.0,1.0374,0.9405,True,Scaling,Acquired,Private,Successful,"A modern financial technology startup building secure SaaS APIs to help businesses automate treasury and payouts. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.syncworks.com,https://placehold.co/200x200?text=Syncworks,Gurugram,Haryana,India,2021-01-21,Temasek,Paytm,Setu,BharatPe,51,29,62,"Java, Spring Boot, React, PostgreSQL, AWS, Redis, Apache Kafka, Kubernetes",Small and Medium Enterprises (SMEs) struggling with cash flow management.,Unified multi-bank treasury dashboard built specifically for high-growth tech startups.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",281.0,150808.0,92.75,451.55
Velotech,Logistics,India,2025,1,Seed,157710.0,16.0,89259.0,1071108.0,49119.0,0.0898,0.0,999.0,546000.0,B2C,2.0,5284589084.0,0.2739,13.0,4.0,0.217,0.8092,True,Ideation,Not Acquired,Private,Successful,A freight logistics startup providing an on-demand B2C marketplace matching shippers with empty container trucks. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.velotech.com,https://placehold.co/200x200?text=Velotech,New Delhi,Delhi,India,2026-07-02,Y Combinator,Rivigo,Shiprocket,Dunzo,25,59,97,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",12.0,34023.0,329.31,1117.09
Solardesk Digital,Logistics,India,2025,1,Seed,1153415.0,15.0,21908.0,262896.0,486.0,-0.013,23488.18,13.8,4424000.0,SaaS,9.0,4450930825.0,0.2423,13.0,2.0,-0.1126,0.5185,False,Ideation,Not Acquired,Private,Failed,"A smart cold-chain tracking system providing SaaS temperature telemetry and automated alerts for fresh produce. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.solardeskdigital.com,https://placehold.co/200x200?text=Solardesk%20Digital,Gurugram,Haryana,India,2025-01-07,Indian Angel Network,Rivigo,Shiprocket,Shadowfax,43,37,39,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,12.0,329.0,203.55,870.5
FlowTaxi,Fintech,India,2023,3,Bootstrapped,0.0,4.0,0.0,0.0,15386.0,-0.1379,16059.59,1.6,111000.0,Freemium,21.0,13031597583.0,0.1541,5.0,1.0,-0.4,0.2119,False,Ideation,Not Acquired,Private,Failed,"An advanced Freemium credit scoring engine leveraging alternative data to provide micro-loans to small merchants. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.flowtaxi.com,https://placehold.co/200x200?text=FlowTaxi,Gurugram,Haryana,India,2023-03-11,Peak XV Partners,Cred,PhonePe,Groww,54,87,44,"Go, Gin, React, MySQL, GCP, Redis, RabbitMQ, Kubernetes",Small and Medium Enterprises (SMEs) struggling with cash flow management.,AI-powered credit scoring engine that processes unbanked user profiles in under 30 seconds.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,3.0,9786.0,151.87,630.58
ZettaNest,CleanTech,India,2019,7,Series C,74680066.0,594.0,8105658.0,3620208.0,965679.0,0.2812,0.0,999.0,550041000.0,Marketplace,8.0,7759633051.0,0.2599,9.0,4.0,0.9198,0.873,True,Mature,Not Acquired,Private,Successful,"A sustainability platform offering Marketplace carbon accounting software for enterprise manufacturing plants. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.zettanest.com,https://placehold.co/200x200?text=ZettaNest,Hyderabad,Telangana,India,2026-06-15,Lightspeed India,Avanse,ReNew Power,BluSmart,59,47,96,"Go, Python, GCP IoT Core, MongoDB, InfluxDB, Docker, Kubernetes",Residential residential societies installing community rooftop solar panels.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",525.0,760480.0,1279.4,4406.76
Gridone,E-commerce,India,2020,6,Series B,28685324.0,111.0,567033.0,6804396.0,386.0,0.3376,0.0,999.0,207581000.0,B2B,18.0,824098906.0,0.129,6.0,1.0,1.115,0.9317,True,Scaling,Not Acquired,Private,Successful,"A specialized B2B platform offering premium beauty and personal care products tailored for Indian skin tones. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.gridone.com,https://placehold.co/200x200?text=Gridone,Bengaluru,Karnataka,India,2025-04-25,Peak XV Partners,Nykaa,Jiomart,BigBasket,57,63,75,"Next.js, Python, Django, MySQL, AWS S3, Redis, Shopify APIs",Local retail merchants wanting to list catalog items for home delivery.,Optimized next-day parcel delivery to Tier-2 and Tier-3 Indian cities at rock-bottom prices.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",98.0,246.0,58.02,281.25
Smarttech,Healthcare,India,2021,5,Series C,6636864.0,471.0,5729937.0,68759244.0,258708.0,0.0735,0.0,999.0,489213000.0,SaaS,24.0,3876799646.0,0.3738,22.0,0.0,0.2786,0.7882,True,Mature,Not Acquired,Private,Successful,An health-wellness company offering a custom SaaS fitness and preventive care ecosystem for corporate employees. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.smarttech.com,https://placehold.co/200x200?text=Smarttech,Chennai,Tamil Nadu,India,2026-01-24,General Catalyst,HealthifyMe,Cult.fit,MediBuddy,89,35,95,"Python, Django, React Native, PostgreSQL, AWS, Redis, HIPAA Compliance APIs",Patients in metropolitan areas needing quick at-home diagnostic screenings.,Hyper-local home medicine delivery in under 15 minutes with automated prescription verification.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",444.0,214119.0,90.74,319.54
ByteScale,SaaS,India,2020,6,Bootstrapped,0.0,7.0,7920.0,95040.0,24842.0,-0.0074,0.0,0.8,436000.0,B2C,20.0,14906604908.0,0.2744,2.0,3.0,-0.0589,0.643,False,Early Traction,Not Acquired,Private,Failed,"A developer-first B2C tool for tracking and optimizing multi-cloud infrastructure usage in real time. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.bytescale.com,https://placehold.co/200x200?text=ByteScale,Gurugram,Haryana,India,2025-10-26,Peak XV Partners,CleverTap,Chargebee,WebEngage,58,88,29,"Ruby on Rails, React, PostgreSQL, AWS, Redis, Heroku, Docker",Digital marketing agencies managing multiple high-spend advertising campaigns.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,5.0,19430.0,271.29,1227.04
UrjaBike,E-commerce,India,2016,10,Series B,25095461.0,197.0,2009738.0,24116856.0,1884.0,0.0938,0.0,999.0,108140000.0,B2B,1.0,1610788401.0,0.0938,21.0,4.0,0.3648,0.896,True,Scaling,Not Acquired,Private,Successful,"A hyper-local delivery B2B platform connecting local neighborhood stores with nearby consumers in tier-2 cities. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.urjabike.com,https://placehold.co/200x200?text=UrjaBike,Noida,Uttar Pradesh,India,2020-05-11,Peak XV Partners,Blinkit,Meesho,Flipkart,100,67,89,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe",Tier-2 city households purchasing bulk monthly groceries online.,Personalized AI stylist widget suggesting fashion catalogs based on local weather and culture.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",135.0,1701.0,55.7,205.35
SyncGo Fintech,CleanTech,India,2016,10,Series B,20780565.0,86.0,764730.0,9176760.0,1819.0,0.1712,0.0,999.0,93565000.0,B2B,13.0,11641525242.0,0.2338,16.0,0.0,0.5444,0.7894,True,Scaling,Not Acquired,Private,Successful,A renewable energy enterprise providing B2B solar microgrid control systems for rural Indian communities. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.syncgofintech.com,https://placehold.co/200x200?text=SyncGo%20Fintech,Bengaluru,Karnataka,India,2021-12-02,Elevation Capital,Ather Energy,Ola Electric,Yulu,94,30,77,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Residential residential societies installing community rooftop solar panels.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",80.0,1229.0,423.41,2071.38
Zetascale,E-commerce,India,2020,6,Series A,3724870.0,55.0,236176.0,2834112.0,25487.0,0.1233,0.0,999.0,11685000.0,Transactional,6.0,3640621684.0,0.1907,6.0,4.0,0.4716,0.7882,True,Scaling,Not Acquired,Private,Successful,"A hyper-local delivery Transactional platform connecting local neighborhood stores with nearby consumers in tier-2 cities. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.zetascale.com,https://placehold.co/200x200?text=Zetascale,Noida,Uttar Pradesh,India,2023-07-04,Lightspeed India,Nykaa,Meesho,BigBasket,96,65,80,"Next.js, Python, Django, MySQL, AWS S3, Redis, Shopify APIs",Local retail merchants wanting to list catalog items for home delivery.,Personalized AI stylist widget suggesting fashion catalogs based on local weather and culture.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",47.0,21845.0,27.17,114.55
ArogyaPe Solutions,Proptech,India,2019,7,Series B,18253545.0,190.0,1533512.0,18402144.0,1128.0,0.2459,0.0,999.0,130929000.0,B2B,20.0,1540486047.0,0.1941,11.0,0.0,0.7427,0.8585,True,Scaling,Not Acquired,Private,Successful,"A property management startup providing B2B digital rent collection and security automation software. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.arogyapesolutions.com,https://placehold.co/200x200?text=ArogyaPe%20Solutions,Hyderabad,Telangana,India,2021-04-15,Lightspeed India,Magicpin,NoBroker,NestAway,79,76,100,"Flutter, Node.js, Express, MySQL, AWS, Google Places API",Commercial property brokers managing multi-tenant office parks.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",142.0,1075.0,384.73,1917.06
Nexaride,Proptech,India,2022,4,Bootstrapped,0.0,2.0,1601.0,19212.0,1163.0,-0.0016,9426.24,999.0,80000.0,Freemium,20.0,265574318.0,0.1505,1.0,0.0,0.0057,0.5064,True,Early Traction,Not Acquired,Private,Failed,"A property management startup providing Freemium digital rent collection and security automation software. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.nexaride.com,https://placehold.co/200x200?text=Nexaride,Pune,Maharashtra,India,2023-10-20,Peak XV Partners,Housing.com,Magicbricks,99acres,71,91,35,"React, Node.js, MongoDB, AWS, Redis, Google Maps API, Stripe",Commercial property brokers managing multi-tenant office parks.,Immersive 3D virtual property viewing engine built for high-end commercial spaces.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,876.0,896.15,3350.22
OptimaWave Services,Cybersecurity,India,2018,8,Series B,10290361.0,106.0,328707.0,3944484.0,112679.0,0.0686,129016.05,35.6,58574000.0,Transactional,20.0,3114747748.0,0.2651,13.0,1.0,0.2172,0.6032,False,Scaling,Not Acquired,Private,Failed,"A zero-trust access management platform offering Transactional authorization systems for remote developers. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.optimawaveservices.com,https://placehold.co/200x200?text=OptimaWave%20Services,New Delhi,Delhi,India,2021-10-04,Tiger Global,Kratikal,Quick Heal,Securden,44,90,20,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Direct-to-consumer platforms handling high volumes of online user accounts.,One-click SOC-2 audit compliance reporting tailored for SaaS and fintech builders.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,104.0,70354.0,1132.37,3992.4
KisanBike Solutions,Healthcare,India,2022,4,Series A,5309073.0,58.0,209141.0,2509692.0,22212.0,0.0318,0.0,999.0,30143000.0,Transactional,24.0,10162878894.0,0.3969,11.0,0.0,0.0611,0.7432,True,Scaling,Not Acquired,Private,Successful,"A healthcare startup providing an integrated Transactional ecosystem for teleconsultations and digital health record management. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.kisanbikesolutions.com,https://placehold.co/200x200?text=KisanBike%20Solutions,Hyderabad,Telangana,India,2023-12-11,Accel,Medika,PharmEasy,HealthifyMe,84,58,94,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Working professionals seeking corporate mental wellness and physical fitness plans.,Proprietary AI diagnostic screening assistant boasting a validated 98.4% clinical accuracy rate.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",45.0,16897.0,32.34,117.75
Credmoney,AI & Machine Learning,India,2025,1,Series A,1935976.0,62.0,328387.0,3940644.0,5386.0,0.3207,0.0,999.0,5262000.0,Subscription,6.0,22833248230.0,0.2292,18.0,1.0,1.0392,0.8521,True,Ideation,Not Acquired,Private,Successful,"A cutting-edge Subscription software utilizing generative AI agents to automate customer service in local Indian languages. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.credmoney.com,https://placehold.co/200x200?text=Credmoney,Bengaluru,Karnataka,India,2026-06-04,Matrix Partners India,Haptik,Yellow.ai,Fractal Analytics,37,78,92,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Industrial factories needing hardware monitoring for machinery safety.,Fraud prevention engine using deep graph networks to detect syndicate accounts instantly.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",46.0,4209.0,2149.72,7413.12
MantraHub,AI & Machine Learning,India,2022,4,Seed,249241.0,8.0,0.0,0.0,25.0,0.11399999999999999,25758.87,3.5,712000.0,B2B,25.0,9128628514.0,0.2874,16.0,3.0,-0.0758,0.8138,False,Validation,Not Acquired,Private,Failed,"An enterprise AI platform providing B2B predictive maintenance systems for heavy manufacturing equipment. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.mantrahub.com,https://placehold.co/200x200?text=MantraHub,Bengaluru,Karnataka,India,2023-03-22,Chiratae Ventures,Yellow.ai,Skye,Haptik,84,35,29,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Industrial factories needing hardware monitoring for machinery safety.,Edge-deployed computer vision model that detects manufacturing defects in low-light environments.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,7.0,20.0,1756.26,5690.2
Shikshaone Labs,Logistics,India,2017,9,Series A,7098918.0,62.0,150873.0,1810476.0,3850.0,0.1172,111224.69,7.0,25154000.0,SaaS,13.0,9697442468.0,0.1623,4.0,4.0,0.4411,0.7762,False,Scaling,Not Acquired,Private,Successful,A last-mile delivery optimization software using an advanced SaaS routing engine to cut logistics fuel costs. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.shikshaonelabs.com,https://placehold.co/200x200?text=Shikshaone%20Labs,Gurugram,Haryana,India,2019-10-20,Nexus Venture Partners,Rivigo,Shiprocket,Dunzo,24,28,78,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",D2C brands seeking same-day and next-day distribution optimization.,IoT-connected temperature tracking label designed for pharmaceutical supply chains.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",45.0,2668.0,111.29,519.14
